Make,Model,Year,Mileage,Price,Fuel,Registration_City,Documents,Assembly,Transmission,Car_Age,Mileage_Per_Year
Honda,City IVTEC,2014,111520,2800000,Petrol,Sindh,Original,Local,Automatic,12,8578.461538461539
Toyota,Corolla GLI,2009,200000,1930000,Petrol,Sindh,Original,Local,Manual,17,11111.111111111111
Suzuki,Alto,2014,80000,2150000,Petrol,Lahore,Original,Imported,Automatic,12,6153.846153846154
Honda,City IVTEC,2018,69000,3500000,Petrol,Lahore,Original,Local,Manual,8,7666.666666666667
Toyota,Corolla XLI,2014,149000,2900000,Petrol,Punjab,Original,Local,Manual,12,11461.538461538461
Honda,Civic Prosmetic,2013,150000,3400000,Petrol,Lahore,Original,Local,Automatic,13,10714.285714285714
Toyota,Corolla GLI,2015,75103,3450000,Petrol,Gujranwala,Original,Local,Automatic,11,6258.583333333333
Toyota,Corrolla Altis,2013,185072,2350000,Petrol,Karachi,Original,Local,Manual,13,13219.42857142857
Suzuki,Ravi,2019,30000,1225000,Petrol,Karachi,Original,Local,Manual,7,3750.0
Suzuki,Alto,2012,142000,1350000,Petrol,Lahore,Original,Local,Manual,14,9466.666666666666
KIA,Picanto,2020,30000,2549000,Petrol,Islamabad,Original,Local,Manual,6,4285.714285714285
Suzuki,Alto,2021,47000,2500000,Petrol,Islamabad,Original,Local,Manual,5,7833.333333333333
Chevrolet,Exclusive,2005,105000,585000,Petrol,Karachi,Original,Imported,Manual,21,4772.727272727273
Mitsubishi,Lancer,2004,250000,1195000,Petrol,Lahore,Original,Local,Manual,22,10869.565217391304
Suzuki,Swift,2015,92000,1950000,Petrol,Karachi,Original,Local,Manual,11,7666.666666666667
Daihatsu,Hijet,2012,114000,1420000,Petrol,Karachi,Original,Imported,Automatic,14,7600.0
Suzuki,Wagon R,2017,50000,1950000,Petrol,Karachi,Original,Local,Manual,9,5000.0
Toyota,Corolla GLI,2020,140000,4500000,Petrol,Lahore,Original,Imported,Automatic,6,20000.0
Suzuki,Cultus VXR,2007,100000,815000,Petrol,Lahore,Original,Local,Manual,19,5000.0
Suzuki,Every,2019,155260,1750000,Petrol,Lahore,Original,Imported,Manual,7,19407.5
Suzuki,Mehran VXR,2010,80000,650000,Petrol,Lahore,Original,Local,Manual,16,4705.882352941177
Daihatsu,Move,2012,150000,1995000,Petrol,Lahore,Original,Imported,Automatic,14,10000.0
Daihatsu,Cuore,2004,3335,730000,Petrol,Karachi,Original,Imported,Automatic,22,145.0
Honda,City IVTEC,2021,28500,4350000,Petrol,Lahore,Original,Local,Automatic,5,4750.0
Changan,Karvaan,2021,56000,2365000,Petrol,Punjab,Original,Local,Manual,5,9333.333333333334
Suzuki,Mehran VXR,2009,500000,580000,Petrol,Karachi,Original,Imported,Manual,17,27777.777777777777
Honda,City IVTEC,2018,24000,3625000,Petrol,Karachi,Original,Local,Automatic,8,2666.6666666666665
Suzuki,Mehran VXR,2015,105000,1250000,Petrol,Lahore,Original,Local,Manual,11,8750.0
KIA,Picanto,2021,30000,2650000,Petrol,Islamabad,Original,Local,Manual,5,5000.0
Honda,City Vario,2005,113000,1550000,Petrol,Karachi,Original,Local,Automatic,21,5136.363636363636
Hyundai,Santro,2004,137100,780000,Petrol,Lahore,Original,Local,Manual,22,5960.869565217391
Suzuki,Wagon R,2021,37000,2900000,Petrol,Lahore,Original,Local,Manual,5,6166.666666666667
Toyota,Corolla GLI,2016,68000,3650000,Petrol,Lahore,Original,Imported,Manual,10,6181.818181818182
Hyundai,Santro,2003,200000,750000,Petrol,Lahore,Original,Local,Manual,23,8333.333333333334
Toyota,Corolla GLI,2014,65000,3300000,Petrol,Karachi,Original,Local,Manual,12,5000.0
Toyota,Corolla GLI,2015,157600,2950000,Petrol,Lahore,Original,Local,Manual,11,13133.333333333334
Daihatsu,Cuore,2008,90000,960000,Petrol,Islamabad,Original,Local,Manual,18,4736.8421052631575
Toyota,Corrolla Altis,2014,123456,3800000,Petrol,Islamabad,Original,Local,Automatic,12,9496.615384615385
KIA,Sportage,2003,2003,1175000,Petrol,Karachi,Duplicate,Local,Automatic,23,83.45833333333333
Toyota,Altis Grande,2014,94000,3850000,Petrol,Karachi,Original,Local,Automatic,12,7230.7692307692305
Toyota,Corolla GLI,2018,89000,4150000,Petrol,Lahore,Original,Local,Manual,8,9888.888888888889
Daihatsu,Mira,2020,58000,3400000,Petrol,Unregistered,Original,Imported,Automatic,6,8285.714285714286
Suzuki,Baleno,2005,200000,860000,Petrol,Lahore,Original,Local,Manual,21,9090.90909090909
Suzuki,Every,2007,105000,1300000,Petrol,Karachi,Original,Imported,Automatic,19,5250.0
Toyota,Yaris,2021,31000,4345000,Petrol,Karachi,Original,Local,Automatic,5,5166.666666666667
Suzuki,Alto,2011,91531,1145000,Petrol,Punjab,Original,Local,Manual,15,5720.6875
Honda,City IDSI,2001,12345,1000000,Petrol,Lahore,Original,Local,Manual,25,474.8076923076923
Daihatsu,Move,2017,146000,1820000,Petrol,Sindh,Original,Imported,Automatic,9,14600.0
Daihatsu,Mira,2014,110000,2300000,Petrol,Karachi,Original,Imported,Automatic,12,8461.538461538461
Toyota,Corolla GLI,2010,229000,2250000,Petrol,Islamabad,Original,Local,Manual,16,13470.588235294117
Toyota,Corolla GLI,2007,200000,2025000,CNG,Lahore,Original,Local,Manual,19,10000.0
Toyota,Corrolla Altis,2016,93000,4290000,Petrol,Lahore,Original,Local,Automatic,10,8454.545454545454
Toyota,Passo,2006,70000,1925000,Petrol,Islamabad,Original,Imported,Automatic,20,3333.3333333333335
Suzuki,Baleno,2004,117000,800000,Petrol,Karachi,Original,Local,Manual,22,5086.95652173913
Honda,City IVTEC,2018,46000,3550000,Petrol,Lahore,Original,Local,Manual,8,5111.111111111111
Suzuki,Cultus VXR,2018,177000,2325000,Petrol,Sindh,Original,Local,Manual,8,19666.666666666668
Toyota,Passo,2013,141000,2660000,Petrol,Karachi,Original,Imported,Automatic,13,10071.42857142857
Toyota,Corrolla Altis,2010,200000,2385000,Petrol,Islamabad,Original,Local,Manual,16,11764.70588235294
Toyota,Passo,2010,115000,2425000,Petrol,Lahore,Original,Imported,Automatic,16,6764.705882352941
Honda,City IVTEC,2012,160000,2250000,Petrol,Lahore,Original,Local,Manual,14,10666.666666666666
Suzuki,Alto,2008,163000,825000,Petrol,Okara,Original,Local,Manual,18,8578.947368421053
Hyundai,Santro,2005,50000,700000,Petrol,Karachi,Original,Imported,Manual,21,2272.7272727272725
Honda,City IVTEC,2018,62000,3675000,Petrol,Lahore,Original,Local,Automatic,8,6888.888888888889
Daihatsu,Move,2012,110000,2100000,Petrol,Lahore,Original,Imported,Automatic,14,7333.333333333333
Suzuki,Alto,2022,44000,2490000,Petrol,Islamabad,Original,Local,Manual,4,8800.0
Suzuki,Every,2021,8000,1780000,Petrol,Karachi,Original,Imported,Automatic,5,1333.3333333333333
Daihatsu,Cuore,2008,123456,650000,Petrol,Hyderabad,Original,Local,Manual,18,6497.684210526316
Honda,City Aspire,2019,43000,3725000,Petrol,Karachi,Original,Local,Automatic,7,5375.0
Suzuki,Swift,2019,72000,3000000,Petrol,Lahore,Original,Local,Automatic,7,9000.0
Toyota,Altis Grande,2018,99999,4990000,Petrol,Lahore,Original,Local,Automatic,8,11111.0
FAW,V2,2018,61000,1850000,Petrol,Islamabad,Original,Local,Manual,8,6777.777777777777
Suzuki,Swift,2012,158000,1780000,Petrol,Rawalpindi,Original,Local,Manual,14,10533.333333333334
Toyota,Corolla GLI,2017,106000,3900000,Petrol,Lahore,Original,Imported,Manual,9,10600.0
Suzuki,Alto,2006,5000,680000,Petrol,Karachi,Original,Local,Manual,20,238.0952380952381
Toyota,Corrolla Altis,2020,72680,4995000,Petrol,Islamabad,Original,Local,Automatic,6,10382.857142857143
Mitsubishi,Minicab Bravo,2012,1234,1100000,Petrol,Lahore,Original,Imported,Manual,14,82.26666666666667
Honda,City IVTEC,2017,115000,3000000,Petrol,Islamabad,Duplicate,Imported,Manual,9,11500.0
Suzuki,Mehran VXR,2014,95000,1060000,Petrol,Lahore,Original,Local,Manual,12,7307.692307692308
Toyota,Corolla GLI,2015,104000,3740000,Petrol,Lahore,Original,Local,Automatic,11,8666.666666666666
Mercedes,C Class,2008,150000,4300000,Petrol,Lahore,Original,Imported,Automatic,18,7894.736842105263
Toyota,Corolla GLI,2016,150000,3950000,Petrol,Lahore,Original,Local,Automatic,10,13636.363636363636
Honda,City IVTEC,2019,85000,3550000,Petrol,Islamabad,Original,Local,Manual,7,10625.0
Suzuki,Bolan,2011,85577,1020000,CNG,Islamabad,Original,Local,Manual,15,5348.5625
Suzuki,Every,2016,123456,1750000,Petrol,Lahore,Original,Imported,Automatic,10,11223.272727272728
Honda,City IDSI,2003,12358,1290000,Petrol,Sindh,Original,Local,Manual,23,514.9166666666666
Daihatsu,Cuore,2008,125000,985000,Petrol,Lahore,Original,Local,Manual,18,6578.9473684210525
Suzuki,Alto,2009,100000,780000,Petrol,Karachi,Original,Imported,Manual,17,5555.555555555556
Suzuki,Swift,2016,70000,2185000,Petrol,Lahore,Original,Local,Manual,10,6363.636363636364
Suzuki,Alto,2019,83800,2290000,Petrol,Karachi,Original,Local,Automatic,7,10475.0
Suzuki,Ravi,2013,80000,990000,Petrol,Islamabad,Original,Local,Manual,13,5714.285714285715
Suzuki,Alto,2021,12000,2650000,Petrol,Karachi,Original,Local,Automatic,5,2000.0
Suzuki,Wagon R,2018,51000,2390000,Petrol,Lahore,Original,Local,Manual,8,5666.666666666667
Honda,City IVTEC,2016,77000,3300000,Petrol,Lahore,Original,Local,Manual,10,7000.0
Honda,Civic Prosmetic,2005,199999,1920000,Petrol,Islamabad,Original,Local,Automatic,21,9090.863636363636
Suzuki,Alto,2021,43000,2185000,Petrol,Karachi,Original,Local,Manual,5,7166.666666666667
Honda,City IVTEC,2014,85000,2550000,Petrol,Faisalabad,Original,Local,Manual,12,6538.461538461538
Suzuki,Alto,2009,87000,820000,Petrol,Sindh,Original,Local,Manual,17,4833.333333333333
Changan,Alsvin,2022,27000,3900000,Petrol,Karachi,Original,Imported,Automatic,4,5400.0
Honda,City IVTEC,2017,70000,2950000,Petrol,Karachi,Original,Local,Manual,9,7000.0
Suzuki,Alto,2007,108000,660000,Petrol,Karachi,Original,Local,Manual,19,5400.0
Suzuki,Cultus VXR,2007,14000,925000,Petrol,Lahore,Original,Local,Manual,19,700.0
Toyota,Altis Grande,2019,60000,4555000,Petrol,Sindh,Original,Local,Automatic,7,7500.0
Mitsubishi,Lancer,2005,99991,1245000,Petrol,Karachi,Original,Imported,Automatic,21,4545.045454545455
Mitsubishi,Lancer,2005,200000,1150000,Petrol,Gujranwala,Original,Imported,Manual,21,9090.90909090909
Suzuki,Alto,2022,4560,2790000,Petrol,Karachi,Original,Local,Automatic,4,912.0
Daihatsu,Cuore,2007,130000,880000,Petrol,Jhelum,Original,Local,Manual,19,6500.0
Suzuki,Swift,2012,70000,1975000,Petrol,Lahore,Original,Local,Manual,14,4666.666666666667
Honda,City IVTEC,2012,76000,2500000,Petrol,Karachi,Original,Local,Automatic,14,5066.666666666667
Toyota,Altis Grande,2015,95000,3800000,Petrol,Rahimyar Khan,Original,Local,Automatic,11,7916.666666666667
Suzuki,Wagon R,2019,126000,2100000,Petrol,Lahore,Original,Local,Manual,7,15750.0
Toyota,Corolla GLI,2011,146120,2250000,CNG,Islamabad,Original,Local,Manual,15,9132.5
Suzuki,Bolan,2017,60000,1070000,Petrol,Islamabad,Original,Local,Manual,9,6000.0
Daihatsu,Move,2007,179000,1395000,Petrol,Karachi,Original,Imported,Automatic,19,8950.0
Daihatsu,Cuore,2006,100000,750000,Petrol,Sindh,Original,Imported,Manual,20,4761.9047619047615
Honda,City IVTEC,2021,53500,4350000,Petrol,Punjab,Original,Local,Automatic,5,8916.666666666666
Toyota,Corolla GLI,2015,78000,3150000,Petrol,Karachi,Original,Local,Automatic,11,6500.0
Mitsubishi,Lancer,2006,251000,1400000,Petrol,Islamabad,Original,Imported,Manual,20,11952.380952380952
Toyota,Corrolla Altis,2015,124000,3600000,Petrol,Karachi,Original,Local,Automatic,11,10333.333333333334
Toyota,Passo,2018,52000,3390000,Petrol,Karachi,Original,Imported,Automatic,8,5777.777777777777
Suzuki,Alto,2016,90000,2375000,Petrol,Karachi,Original,Imported,Automatic,10,8181.818181818182
Suzuki,Mehran VXR,2004,123456,525000,Petrol,Lahore,Original,Local,Manual,22,5367.652173913043
Daihatsu,Hijet,2014,90000,1180000,Petrol,Lahore,Original,Imported,Automatic,12,6923.076923076923
Honda,City IVTEC,2012,100000,2500000,Petrol,Sindh,Original,Local,Automatic,14,6666.666666666667
Suzuki,Wagon R,2006,100000,1525000,Petrol,Lahore,Original,Imported,Automatic,20,4761.9047619047615
Toyota,Passo,2016,82100,3225000,Petrol,Gujrat,Original,Imported,Automatic,10,7463.636363636364
Daihatsu,Cuore,2009,85000,775000,Petrol,Karachi,Original,Local,Manual,17,4722.222222222223
Suzuki,Alto,2022,21200,2510000,Petrol,Karachi,Original,Local,Manual,4,4240.0
Suzuki,Cultus VXR,2003,61000,585000,Petrol,Karachi,Original,Local,Manual,23,2541.6666666666665
Suzuki,Swift,2013,104000,1750000,Petrol,Lahore,Original,Local,Manual,13,7428.571428571428
Honda,City IVTEC,2018,33150,3650000,Petrol,Hyderabad,Original,Local,Manual,8,3683.3333333333335
Changan,Alsvin,2022,19645,4325000,Petrol,Punjab,Original,Local,Automatic,4,3929.0
Honda,City IVTEC,2007,215000,1620000,Petrol,Karachi,Original,Local,Manual,19,10750.0
Toyota,Corolla XLI,2013,118741,2380000,Petrol,Lahore,Original,Imported,Manual,13,8481.5
Suzuki,Swift,2010,145000,2000000,Petrol,Lahore,Original,Local,Automatic,16,8529.411764705883
Daihatsu,Hijet,2018,83000,1600000,Petrol,Multan,Original,Imported,Automatic,8,9222.222222222223
Toyota,Corolla XLI,2011,256485,2165000,Petrol,Lahore,Original,Local,Manual,15,16030.3125
Daihatsu,Cuore,2011,136000,985000,Petrol,Karachi,Original,Local,Manual,15,8500.0
Daihatsu,Hijet,2012,186755,1400000,Petrol,Karachi,Original,Imported,Automatic,14,12450.333333333334
Daihatsu,Mira,2010,127000,1780000,Petrol,Sialkot,Original,Imported,Automatic,16,7470.588235294118
Toyota,Corolla XLI,2007,300250,1590000,Petrol,Lahore,Original,Local,Manual,19,15012.5
Honda,City IVTEC,2014,106000,2850000,Petrol,Lahore,Original,Local,Manual,12,8153.846153846154
Toyota,Yaris,2022,58000,4650000,Petrol,Karachi,Original,Local,Automatic,4,11600.0
Suzuki,Swift,2011,130000,1830000,Petrol,Lahore,Original,Local,Manual,15,8125.0
Suzuki,Bolan,2005,12345,655000,Petrol,Rawalpindi,Original,Local,Manual,21,561.1363636363636
Suzuki,Wagon R,2022,34300,2825000,Petrol,Punjab,Original,Local,Manual,4,6860.0
Honda,City IDSI,2012,100000,2275000,Petrol,Sindh,Original,Local,Manual,14,6666.666666666667
Hyundai,Santro,2004,180000,985000,Petrol,Rawalpindi,Original,Imported,Automatic,22,7826.086956521739
Daihatsu,Cuore,2007,130000,475000,Petrol,Karachi,Original,Local,Manual,19,6500.0
Hyundai,Santro,2004,150000,1050000,Petrol,Faisalabad,Original,Local,Manual,22,6521.739130434783
Mercedes,C Class,2001,99990,2400000,Petrol,Karachi,Original,Local,Automatic,25,3845.769230769231
Suzuki,Mehran VXR,2001,12345,580000,Petrol,Islamabad,Original,Local,Manual,25,474.8076923076923
Daihatsu,Terios Kid,2008,95784,1350000,Petrol,Lahore,Original,Local,Manual,18,5041.263157894737
KIA,Picanto,2019,34500,2650000,Petrol,Karachi,Original,Local,Automatic,7,4312.5
Suzuki,Mehran VXR,2016,64500,970000,Petrol,Karachi,Original,Local,Manual,10,5863.636363636364
Toyota,Corolla GLI,2017,123000,3820000,Petrol,Lahore,Original,Local,Automatic,9,12300.0
Honda,City IVTEC,2016,84000,3075000,Petrol,Lahore,Original,Local,Manual,10,7636.363636363636
Suzuki,Mehran VXR,2008,85500,720000,Petrol,Jhelum,Original,Local,Manual,18,4500.0
Suzuki,Swift,2018,66000,2100000,Petrol,Karachi,Original,Imported,Manual,8,7333.333333333333
Suzuki,Ravi,2020,57612,1300000,Petrol,Rawalpindi,Original,Imported,Manual,6,8230.285714285714
Suzuki,Alto,2011,150000,960000,Petrol,Lahore,Original,Imported,Manual,15,9375.0
Suzuki,Swift,2023,1200,4975000,Petrol,Karachi,Original,Local,Automatic,3,300.0
Honda,City IVTEC,2006,100000,1495000,Petrol,Karachi,Original,Local,Manual,20,4761.9047619047615
Hyundai,Santro,2002,200000,690000,Petrol,Multan,Original,Local,Manual,24,8000.0
Daihatsu,Cuore,2000,200000,810000,Petrol,Multan,Original,Imported,Manual,26,7407.407407407408
Suzuki,Alto,2021,26000,2700000,Petrol,Punjab,Original,Local,Automatic,5,4333.333333333333
Suzuki,Swift,2014,120000,2000000,Petrol,Lahore,Original,Local,Manual,12,9230.76923076923
Daihatsu,Cuore,2007,140000,1000000,Petrol,Rawalpindi,Original,Imported,Manual,19,7000.0
Daihatsu,Cuore,2012,10000,900000,Petrol,Karachi,Original,Local,Manual,14,666.6666666666666
Suzuki,Bolan,2010,90000,655000,Petrol,Karachi,Original,Local,Manual,16,5294.117647058823
Honda,City IVTEC,2009,200000,2400000,Petrol,Islamabad,Original,Imported,Manual,17,11111.111111111111
Suzuki,Baleno,2001,150000,1050000,Petrol,Karachi,Original,Imported,Manual,25,5769.2307692307695
KIA,Sportage,2002,12345,800000,Petrol,Lahore,Original,Imported,Manual,24,493.8
Daihatsu,Cuore,2008,25000,1050000,Petrol,Lahore,Original,Local,Manual,18,1315.7894736842106
Suzuki,Bolan,2016,61000,1100000,Petrol,Lahore,Original,Local,Manual,10,5545.454545454545
Honda,City IDSI,2003,180000,1350000,Petrol,Rawalpindi,Original,Local,Manual,23,7500.0
Honda,City Vario,2004,90000,1480000,Petrol,Karachi,Original,Local,Automatic,22,3913.0434782608695
Suzuki,Cultus VXR,2017,11111,1620000,Petrol,Lahore,Original,Local,Manual,9,1111.1
Honda,City Vario,2005,170000,1425000,Petrol,Sindh,Original,Local,Automatic,21,7727.272727272727
Honda,City IVTEC,2018,90000,3390000,Petrol,Islamabad,Original,Local,Manual,8,10000.0
Suzuki,Mehran VXR,2007,120000,640000,Petrol,Lahore,Original,Local,Manual,19,6000.0
Honda,City IVTEC,2019,40000,3625000,Petrol,Karachi,Original,Local,Automatic,7,5000.0
Hyundai,Santro,2001,99000,673000,Petrol,Lahore,Original,Imported,Manual,25,3807.6923076923076
Toyota,Corolla XLI,2011,98000,2225000,Petrol,Karachi,Original,Local,Manual,15,6125.0
Honda,Civic Prosmetic,2014,220000,3400000,Petrol,Islamabad,Original,Local,Automatic,12,16923.076923076922
Daihatsu,Move,2012,155000,2200000,Petrol,Lahore,Original,Imported,Automatic,14,10333.333333333334
Honda,City IVTEC,2015,118000,2860000,Petrol,Karachi,Original,Local,Manual,11,9833.333333333334
Suzuki,Bolan,2017,48000,1325000,Petrol,Islamabad,Original,Local,Manual,9,4800.0
Suzuki,Wagon R,2018,53000,2325000,Petrol,Islamabad,Original,Local,Manual,8,5888.888888888889
Suzuki,Alto,2007,120000,950000,Petrol,Rawalpindi,Original,Local,Manual,19,6000.0
Suzuki,Cultus VXR,2006,10000,650000,Petrol,Lahore,Original,Local,Manual,20,476.1904761904762
Suzuki,Mehran VXR,2012,44700,955000,Petrol,Islamabad,Original,Local,Manual,14,2980.0
Toyota,Corrolla Altis,2015,86000,4070000,Petrol,Lahore,Original,Local,Automatic,11,7166.666666666667
Toyota,Yaris,2021,48000,4800000,Petrol,Karachi,Original,Local,Automatic,5,8000.0
Suzuki,Wagon R,2017,95000,1850000,Petrol,Lahore,Original,Local,Manual,9,9500.0
KIA,Sportage,2004,150000,1210000,Petrol,Karachi,Original,Imported,Manual,22,6521.739130434783
FAW,V2,2016,100000,1450000,Petrol,Lahore,Original,Local,Manual,10,9090.90909090909
Suzuki,Every,2017,98000,1685000,Petrol,Islamabad,Original,Imported,Automatic,9,9800.0
Honda,City IDSI,2006,125000,2200000,Petrol,Sindh,Original,Imported,Automatic,20,5952.380952380952
FAW,X-PV,2016,27937,950000,Petrol,Unregistered,Original,Imported,Manual,10,2539.7272727272725
Honda,City IVTEC,2018,40216,3500000,Petrol,Punjab,Original,Local,Manual,8,4468.444444444444
Suzuki,Alto,2004,100000,575000,Petrol,Karachi,Original,Local,Manual,22,4347.826086956522
Suzuki,Alto,2022,13500,2470000,Petrol,Karachi,Original,Local,Manual,4,2700.0
Toyota,Corrolla Altis,2017,84000,3900000,Petrol,Karachi,Original,Local,Automatic,9,8400.0
Honda,City IVTEC,2018,60000,3600000,Petrol,Lahore,Original,Local,Manual,8,6666.666666666667
Toyota,Yaris,2021,32500,4900000,Petrol,Punjab,Original,Local,Automatic,5,5416.666666666667
Daihatsu,Cuore,2003,200000,565000,Petrol,Faisalabad,Original,Local,Manual,23,8333.333333333334
Chevrolet,Joy,2006,1234,625000,Petrol,Lahore,Original,Imported,Manual,20,58.76190476190476
Daihatsu,Cuore,2002,35000,570000,Petrol,Karachi,Original,Imported,Manual,24,1400.0
KIA,Spectra,2002,12345,620000,Petrol,Lahore,Original,Imported,Manual,24,493.8
Suzuki,Bolan,2021,61000,1800000,Petrol,Islamabad,Original,Local,Manual,5,10166.666666666666
Suzuki,Ravi,2013,44824,800000,Petrol,Karachi,Original,Local,Manual,13,3201.714285714286
Suzuki,Every,2005,95000,975000,Petrol,Karachi,Original,Imported,Manual,21,4318.181818181818
Suzuki,Alto,2002,12345,1100000,Petrol,Islamabad,Original,Local,Automatic,24,493.8
Honda,Civic Prosmetic,2015,42880,3750000,Petrol,Karachi,Original,Local,Automatic,11,3573.3333333333335
Honda,Civic Prosmetic,2010,197000,2350000,Petrol,Lahore,Original,Local,Automatic,16,11588.235294117647
Toyota,Corolla GLI,2015,79000,3375000,Petrol,Karachi,Original,Local,Manual,11,6583.333333333333
Suzuki,Bolan,2023,4000,2035000,Petrol,Islamabad,Original,Local,Manual,3,1000.0
Toyota,Passo,2017,79000,3200000,Petrol,Karachi,Original,Imported,Automatic,9,7900.0
Toyota,Corolla GLI,2014,100000,3200000,Petrol,Islamabad,Original,Local,Manual,12,7692.307692307692
Honda,City IDSI,2006,250000,1500000,Petrol,Lahore,Original,Local,Manual,20,11904.761904761905
Suzuki,Cultus VXR,2001,75848,575000,Petrol,Karachi,Original,Local,Manual,25,2917.230769230769
FAW,V2,2017,95000,1850000,Petrol,Lahore,Original,Imported,Manual,9,9500.0
Suzuki,Baleno,2004,123456,850000,Petrol,Bhakkar,Original,Local,Manual,22,5367.652173913043
Honda,City IVTEC,2002,75000,1000000,Petrol,Lahore,Original,Imported,Automatic,24,3000.0
Toyota,Corolla GLI,2015,260000,3650000,Petrol,Islamabad,Original,Local,Manual,11,21666.666666666668
Suzuki,Every,2014,113600,1895000,Petrol,Lahore,Original,Imported,Automatic,12,8738.461538461539
Suzuki,Every,2008,123486,1500000,Petrol,Lahore,Original,Imported,Manual,18,6499.263157894737
Toyota,Corolla GLI,2019,85000,4035000,Petrol,Karachi,Original,Imported,Manual,7,10625.0
Honda,City IVTEC,2007,170000,1550000,Petrol,Karachi,Original,Local,Manual,19,8500.0
Suzuki,Alto,2020,63500,2150000,Petrol,Lahore,Original,Local,Manual,6,9071.42857142857
Suzuki,Alto,2008,65000,1400000,Petrol,Karachi,Original,Local,Automatic,18,3421.0526315789475
Daihatsu,Hijet,2016,4568,1420000,Petrol,Karachi,Original,Imported,Automatic,10,415.27272727272725
Toyota,Corolla GLI,2018,55000,4300000,Petrol,Karachi,Original,Imported,Manual,8,6111.111111111111
Toyota,Yaris,2021,50000,4250000,Petrol,Lahore,Original,Local,Automatic,5,8333.333333333334
Honda,City IDSI,2005,200000,1750000,Petrol,Lahore,Original,Local,Manual,21,9090.90909090909
Suzuki,Alto,2020,46500,2125000,Petrol,Karachi,Original,Local,Manual,6,6642.857142857143
Suzuki,Alto,2019,72000,2045000,Petrol,Punjab,Original,Local,Manual,7,9000.0
Daihatsu,Cuore,2002,140000,600000,Petrol,Karachi,Original,Local,Manual,24,5600.0
Daihatsu,Mira,2016,85267,2430000,Petrol,Islamabad,Original,Imported,Automatic,10,7751.545454545455
Suzuki,Ravi,2007,56897,580000,Petrol,Lahore,Original,Local,Manual,19,2844.85
Toyota,Corolla XLI,2012,89000,2750000,Petrol,Islamabad,Original,Local,Manual,14,5933.333333333333
Honda,City Vario,2006,115000,1525000,Petrol,Karachi,Original,Local,Automatic,20,5476.190476190476
Suzuki,Bolan,2013,32500,1300000,Petrol,Multan,Original,Local,Manual,13,2321.4285714285716
Suzuki,Wagon R,2014,72148,2250000,Petrol,Islamabad,Original,Imported,Automatic,12,5549.846153846154
Toyota,Corrolla Altis,2006,100000,2050000,Petrol,Sindh,Original,Local,Manual,20,4761.9047619047615
Suzuki,Alto,2019,51000,2150000,Petrol,Islamabad,Original,Local,Manual,7,6375.0
Daihatsu,Mira,2011,118300,2200000,Petrol,Karachi,Original,Imported,Automatic,15,7393.75
Daihatsu,Cuore,2011,100000,900000,Petrol,Karachi,Original,Local,Manual,15,6250.0
Honda,City IVTEC,2020,52000,4000000,Petrol,Islamabad,Original,Imported,Manual,6,7428.571428571428
Hyundai,Santro,2007,150000,1480000,Petrol,Islamabad,Original,Imported,Manual,19,7500.0
Honda,Civic Oriel,2017,105000,4800000,Petrol,Lahore,Original,Local,Automatic,9,10500.0
Honda,City Aspire,2016,164000,3950000,Petrol,Lahore,Original,Local,Automatic,10,14909.09090909091
Honda,Civic Oriel,2013,86000,3275000,Petrol,Karachi,Original,Local,Automatic,13,6142.857142857143
Honda,City IDSI,2008,191000,1840000,Petrol,Lahore,Original,Local,Manual,18,10052.631578947368
Hyundai,Santro,2003,12509,735000,Petrol,Lahore,Original,Imported,Manual,23,521.2083333333334
Suzuki,Wagon R,2021,22000,2765000,Petrol,Punjab,Original,Local,Manual,5,3666.6666666666665
Suzuki,Mehran VXR,2005,85796,560000,Petrol,Gujranwala,Original,Local,Manual,21,3899.818181818182
Toyota,Corolla GLI,2009,165000,2050000,Petrol,Lahore,Original,Local,Manual,17,9166.666666666666
Honda,City Vario,2013,100000,2900000,Petrol,Islamabad,Original,Imported,Manual,13,7142.857142857143
Honda,Civic Oriel,2003,32456,1400000,Petrol,Islamabad,Original,Local,Automatic,23,1352.3333333333333
Suzuki,Cultus VXR,2012,65500,1165000,Petrol,Karachi,Original,Local,Manual,14,4366.666666666667
FAW,X-PV,2017,170000,840000,Petrol,Lahore,Original,Local,Manual,9,17000.0
Honda,City IVTEC,2014,126000,2645000,Petrol,Lahore,Original,Local,Manual,12,9692.307692307691
Suzuki,Alto,2020,30800,3350000,Petrol,Unregistered,Original,Imported,Automatic,6,4400.0
Daihatsu,Cuore,2002,120000,550000,Petrol,Lahore,Original,Local,Manual,24,4800.0
Daihatsu,Hijet,2006,162000,1180000,Petrol,Lahore,Original,Imported,Manual,20,7714.285714285715
Suzuki,Mehran VX,2006,11223,470000,Petrol,Multan,Original,Local,Manual,20,534.4285714285714
Suzuki,Bolan,2015,122000,850000,Petrol,Karachi,Original,Local,Manual,11,10166.666666666666
Suzuki,Bolan,2014,98000,700000,Petrol,Lahore,Original,Local,Manual,12,7538.461538461538
Daihatsu,Mira,2011,100000,2050000,Petrol,Karachi,Original,Imported,Automatic,15,6250.0
Honda,Civic Prosmetic,2002,200000,1190000,Petrol,Karachi,Original,Imported,Automatic,24,8000.0
Toyota,Corolla GLI,2016,48000,3900000,Petrol,Lahore,Original,Local,Automatic,10,4363.636363636364
